CustomerID,Churn Value,Product Category,Product Value
4667-OHGKG,1,Phone Service,Yes
4544-RXFMG,0,Phone Service,Yes
2080-GKCWQ,0,Phone Service,Yes
4541-RMRLG,1,Phone Service,Yes
4537-CIBHB,0,Phone Service,Yes
6035-RIIOM,0,Phone Service,Yes
3776-EKTKM,1,Phone Service,No
8816-VXNZD,1,Phone Service,Yes
7129-ACFOG,0,Phone Service,Yes
1899-VXWXM,1,Phone Service,Yes
2361-FJWNO,0,Phone Service,No
3584-WKTTW,0,Phone Service,Yes
7852-LECYP,0,Phone Service,Yes
7945-HLKEA,0,Phone Service,Yes
3327-YBAKM,0,Phone Service,Yes
7181-BQYBV,1,Phone Service,Yes
4983-CLMLV,0,Phone Service,Yes
1763-KUAAW,0,Phone Service,Yes
7473-ZBDSN,0,Phone Service,Yes
4625-EWPTF,1,Phone Service,No
5049-GLYVG,1,Phone Service,Yes
3957-SQXML,0,Phone Service,Yes
9229-RQABD,0,Phone Service,Yes
9374-YOLBJ,0,Phone Service,Yes
2085-BOJKI,0,Phone Service,Yes
3866-MDTUB,1,Phone Service,Yes
7379-POKDZ,1,Phone Service,Yes
9548-ZMVTX,0,Phone Service,Yes
3536-IQCTX,1,Phone Service,Yes
0078-XZMHT,0,Phone Service,Yes
3976-BWUCK,1,Phone Service,Yes
3806-DXQOM,1,Phone Service,No
7586-ZATGZ,0,Phone Service,Yes
5449-FIBXJ,1,Phone Service,Yes
3398-ZOUAA,1,Phone Service,Yes
7153-CHRBV,0,Phone Service,Yes
6408-WHTEF,0,Phone Service,Yes
3384-CTMSF,0,Phone Service,Yes
4024-CSNBY,0,Phone Service,Yes
4450-DLLMH,0,Phone Service,Yes
5325-UWTWJ,0,Phone Service,Yes
6075-QMNRR,0,Phone Service,Yes
9402-CXWPL,0,Phone Service,Yes
3627-FCRDW,1,Phone Service,Yes
2267-WTPYD,0,Phone Service,Yes
5656-MJEFC,0,Phone Service,No
6563-VNPMN,0,Phone Service,Yes
9818-XQCUV,0,Phone Service,Yes
1891-UAWWU,1,Phone Service,Yes
7302-ZHMHP,0,Phone Service,Yes
7156-MXBJE,0,Phone Service,Yes
8887-IPQNC,0,Phone Service,Yes
0946-CLJTI,1,Phone Service,Yes
2068-WWXQZ,0,Phone Service,Yes
0239-OXEXL,0,Phone Service,Yes
0422-UXFAP,0,Phone Service,Yes
4291-HYEBC,0,Phone Service,No
2369-FEVNO,0,Phone Service,Yes
4576-CSAJH,1,Phone Service,Yes
5949-HGVJL,0,Phone Service,Yes
3402-XRIUO,0,Phone Service,Yes
9025-AOMKI,1,Phone Service,Yes
1427-VERSM,0,Phone Service,Yes
6521-YYTYI,1,Phone Service,Yes
5215-LNLDJ,0,Phone Service,No
6904-JLBGY,0,Phone Service,Yes
3197-NNYNB,0,Phone Service,Yes
6982-SSHFK,1,Phone Service,Yes
9090-SGQXL,1,Phone Service,Yes
4369-HTUIF,1,Phone Service,Yes
4393-GEADV,0,Phone Service,Yes
6599-CEBNN,1,Phone Service,Yes
0567-XRHCU,0,Phone Service,No
9714-EDSUC,0,Phone Service,Yes
7758-UJWYS,0,Phone Service,No
0484-FFVBJ,0,Phone Service,Yes
3996-ZNWYK,0,Phone Service,Yes
7315-WYOAW,0,Phone Service,Yes
6481-OGDOO,1,Phone Service,Yes
5732-IKGQH,0,Phone Service,Yes
1336-EZFZY,0,Phone Service,Yes
9066-QRSDU,0,Phone Service,Yes
7572-KPVKK,0,Phone Service,Yes
7242-QZLXF,1,Phone Service,No
8263-OKETD,0,Phone Service,Yes
3617-XLSGQ,0,Phone Service,Yes
6064-ZATLR,0,Phone Service,Yes
2978-XXSOG,0,Phone Service,Yes
0093-EXYQL,0,Phone Service,Yes
8979-CAMGB,0,Phone Service,Yes
4062-HBMOS,0,Phone Service,Yes
7384-GHBPI,1,Phone Service,No
6258-NGCNG,0,Phone Service,Yes
7375-WMVMT,0,Phone Service,Yes
6827-IEAUQ,0,Phone Service,Yes
9356-AXGMP,0,Phone Service,Yes
8777-MBMTS,0,Phone Service,Yes
3669-LVWZB,1,Phone Service,No
2569-WGERO,0,Phone Service,Yes
0114-IGABW,0,Phone Service,No
5536-RTPWK,1,Phone Service,Yes
8397-MVTAZ,1,Phone Service,Yes
1047-RNXZV,0,Phone Service,Yes
9863-JZAIC,1,Phone Service,Yes
2609-IAICY,1,Phone Service,Yes
3644-QXEHN,0,Phone Service,Yes
2672-OJQZP,0,Phone Service,Yes
2706-QZIHY,0,Phone Service,Yes
2649-HWLYB,0,Phone Service,Yes
5229-PRWKT,1,Phone Service,Yes
2101-RANCD,0,Phone Service,Yes
5115-SQAAU,0,Phone Service,Yes
7526-BEZQB,1,Phone Service,Yes
5917-RYRMG,0,Phone Service,Yes
7508-SMHXL,0,Phone Service,Yes
8938-UMKPI,1,Phone Service,Yes
2959-FENLU,0,Phone Service,Yes
3886-CERTZ,1,Phone Service,Yes
2167-FQSTQ,0,Phone Service,Yes
6349-JDHQP,0,Phone Service,Yes
0772-GYEQQ,1,Phone Service,Yes
6869-FGJJC,0,Phone Service,Yes
9975-GPKZU,0,Phone Service,Yes
4958-GZWIY,1,Phone Service,Yes
9415-TPKRV,0,Phone Service,Yes
8982-NHAVY,0,Phone Service,Yes
2277-DJJDL,0,Phone Service,Yes
4482-EWFMI,0,Phone Service,Yes
7013-PSXHK,0,Phone Service,Yes
6115-ZTBFQ,0,Phone Service,No
2239-JALAW,1,Phone Service,Yes
1921-KYSAY,0,Phone Service,Yes
3066-RRJIO,1,Phone Service,Yes
8016-ZMGMO,0,Phone Service,Yes
8401-EMUWF,0,Phone Service,Yes
8183-ONMXC,1,Phone Service,Yes
5149-TGWDZ,0,Phone Service,Yes
7670-ZBPOQ,0,Phone Service,Yes
3720-DBRWL,0,Phone Service,Yes
7590-VHVEG,0,Phone Service,No
7427-AUFPY,0,Phone Service,Yes
9822-OAOVB,0,Phone Service,Yes
3178-FESZO,1,Phone Service,Yes
0337-CNPZE,1,Phone Service,Yes
7660-HDPJV,1,Phone Service,Yes
3272-VUHPV,0,Phone Service,Yes
2162-FRZAA,0,Phone Service,No
1557-EMYVT,0,Phone Service,Yes
7521-YXVZY,0,Phone Service,Yes
7250-EQKIY,1,Phone Service,Yes
2604-IJPDU,0,Phone Service,Yes
4598-XLKNJ,1,Phone Service,Yes
3800-LYTRK,0,Phone Service,Yes
9046-JBFWA,0,Phone Service,Yes
1934-MKPXS,0,Phone Service,Yes
2931-SVLTV,0,Phone Service,Yes
4291-YZODP,0,Phone Service,Yes
3082-VQXNH,0,Phone Service,No
6583-SZVGP,0,Phone Service,Yes
5236-PERKL,1,Phone Service,Yes
8857-CUPFQ,0,Phone Service,Yes
8648-PFRMP,0,Phone Service,No
8327-WKMIE,0,Phone Service,Yes
8374-XGEJJ,1,Phone Service,Yes
8949-JTMAY,1,Phone Service,Yes
0960-HUWBM,0,Phone Service,Yes
9992-UJOEL,0,Phone Service,Yes
5227-JSCFE,0,Phone Service,No
1399-UBQIU,0,Phone Service,Yes
8348-HFYIV,1,Phone Service,No
3550-SAHFP,1,Phone Service,Yes
0052-YNYOT,0,Phone Service,Yes
8259-DZLIZ,0,Phone Service,Yes
1074-AMIOH,0,Phone Service,Yes
0877-SDMBN,1,Phone Service,Yes
0508-OOLTO,0,Phone Service,Yes
5494-WOZRZ,0,Phone Service,Yes
1930-QPBVZ,0,Phone Service,Yes
8445-DNBAE,0,Phone Service,Yes
8034-RYTVV,0,Phone Service,Yes
7967-HYCDE,0,Phone Service,Yes
5930-GBIWP,0,Phone Service,Yes
6483-OATDN,0,Phone Service,Yes
6861-OKBCE,1,Phone Service,Yes
6941-PMGEP,1,Phone Service,Yes
6838-YAUVY,0,Phone Service,Yes
6825-UYPFK,1,Phone Service,Yes
4892-VLANZ,1,Phone Service,Yes
9754-CLVZW,0,Phone Service,No
1323-OOEPC,1,Phone Service,Yes
6507-ZJSUR,0,Phone Service,Yes
8292-ITGYJ,0,Phone Service,Yes
2675-OTVVJ,0,Phone Service,Yes
7123-WQUHX,0,Phone Service,Yes
8495-PRWFH,0,Phone Service,Yes
5231-FIQPA,0,Phone Service,Yes
6563-VRERX,0,Phone Service,Yes
3134-DSHVC,0,Phone Service,Yes
8259-NFJTV,0,Phone Service,No
0623-GDISB,0,Phone Service,Yes
6960-HVYXR,1,Phone Service,Yes
0562-FGDCR,0,Phone Service,Yes
2533-TIBIX,0,Phone Service,No
0536-ESJEP,0,Phone Service,Yes
9272-LSVYH,0,Phone Service,Yes
3525-DVKFN,0,Phone Service,Yes
4584-LBNMK,0,Phone Service,Yes
6615-ZGEDR,1,Phone Service,Yes
1035-IPQPU,0,Phone Service,Yes
6211-WWLTF,0,Phone Service,Yes
3373-DIUUN,0,Phone Service,Yes
6416-TVAIH,1,Phone Service,Yes
8152-UOBNY,0,Phone Service,Yes
0975-UYDTX,0,Phone Service,Yes
9134-WYRVP,0,Phone Service,Yes
8950-MTZNV,0,Phone Service,Yes
2672-TGEFF,0,Phone Service,Yes
4701-LKOZD,0,Phone Service,Yes
1099-BTKWT,0,Phone Service,No
6152-ONASV,0,Phone Service,Yes
3413-DHLPB,0,Phone Service,Yes
8270-RKSAP,0,Phone Service,Yes
5698-BQJOH,1,Phone Service,Yes
3566-CAAYU,0,Phone Service,No
3146-JTQHR,0,Phone Service,Yes
7623-HKYRK,0,Phone Service,Yes
3143-JQEGI,1,Phone Service,Yes
1622-HSHSF,0,Phone Service,Yes
7328-ZJAJO,0,Phone Service,Yes
5228-EXCET,1,Phone Service,Yes
4878-BUNFV,0,Phone Service,Yes
3349-ANQNH,0,Phone Service,Yes
2040-XBAVJ,0,Phone Service,Yes
7442-YGZFK,0,Phone Service,Yes
1197-BVMVG,0,Phone Service,Yes
5394-SVGJV,1,Phone Service,Yes
1302-TPUBN,0,Phone Service,Yes
0578-SKVMF,1,Phone Service,Yes
2077-DDHJK,0,Phone Service,Yes
9375-MHRRS,0,Phone Service,Yes
2640-LYMOV,0,Phone Service,Yes
0031-PVLZI,1,Phone Service,Yes
9170-GYZJC,1,Phone Service,Yes
3694-DELSO,0,Phone Service,No
5995-OIGLP,1,Phone Service,Yes
2560-WBWXF,0,Phone Service,Yes
3884-HCSWG,1,Phone Service,Yes
4883-QICIH,1,Phone Service,Yes
5170-PTRKA,0,Phone Service,No
4925-LMHOK,1,Phone Service,Yes
9221-OTIVJ,1,Phone Service,Yes
3908-MKIMJ,0,Phone Service,No
8966-KZXXA,0,Phone Service,Yes
8286-AFUYI,0,Phone Service,Yes
9073-ZZIAY,0,Phone Service,Yes
1960-UYCNN,0,Phone Service,Yes
9254-RBFON,1,Phone Service,Yes
0617-AQNWT,1,Phone Service,No
1135-LMECX,0,Phone Service,Yes
7860-KSUGX,0,Phone Service,Yes
7982-VCELR,0,Phone Service,Yes
1334-FJSVR,1,Phone Service,No
7284-BUYEC,0,Phone Service,No
5788-YPOEG,0,Phone Service,Yes
4547-LYTDD,1,Phone Service,Yes
7605-SNLQG,0,Phone Service,Yes
6078-VESFR,0,Phone Service,Yes
3452-SRFEG,0,Phone Service,Yes
2380-DAMQP,0,Phone Service,Yes
1852-QSWCD,0,Phone Service,Yes
6849-WLEYG,1,Phone Service,Yes
9033-EOXWV,1,Phone Service,Yes
2232-DMLXU,1,Phone Service,Yes
5468-BPMMO,0,Phone Service,Yes
9738-QLWTP,0,Phone Service,Yes
0931-MHTEM,0,Phone Service,Yes
0867-LDTTC,0,Phone Service,Yes
0164-APGRB,0,Phone Service,Yes
1166-PQLGG,0,Phone Service,Yes
2202-OUTMO,0,Phone Service,Yes
9710-ZUSHQ,1,Phone Service,Yes
4160-AMJTL,1,Phone Service,Yes
4612-SSVHJ,0,Phone Service,Yes
7826-VVKWT,0,Phone Service,Yes
2305-MRGLV,0,Phone Service,Yes
1965-AKTSX,1,Phone Service,Yes
6609-MXJHJ,0,Phone Service,Yes
9089-UOWJG,0,Phone Service,Yes
1618-CFHME,1,Phone Service,Yes
7493-TPUWZ,1,Phone Service,Yes
1135-HIORI,0,Phone Service,Yes
0732-OCQOC,0,Phone Service,Yes
8597-CTXVJ,0,Phone Service,Yes
3427-GGZZI,0,Phone Service,Yes
9945-PSVIP,0,Phone Service,Yes
9189-JWSHV,1,Phone Service,Yes
2990-OGYTD,0,Phone Service,Yes
0447-RXSGD,0,Phone Service,Yes
7130-VTEWQ,1,Phone Service,Yes
8313-NDOIA,0,Phone Service,Yes
9185-TQCVP,1,Phone Service,Yes
3370-GQEAL,0,Phone Service,Yes
1907-UBQFC,1,Phone Service,Yes
8405-IGQFX,0,Phone Service,Yes
3724-BSCVH,0,Phone Service,Yes
8469-SNFFH,0,Phone Service,Yes
7136-IHZJA,0,Phone Service,Yes
5312-TSZVC,0,Phone Service,Yes
4003-FUSHP,0,Phone Service,Yes
9481-SFCQY,0,Phone Service,Yes
4059-IIEBK,0,Phone Service,Yes
3733-UOCWF,0,Phone Service,Yes
0623-IIHUG,1,Phone Service,No
5832-TRLPB,0,Phone Service,Yes
8896-RAZCR,0,Phone Service,Yes
0880-TKATG,1,Phone Service,Yes
3393-FMZPV,1,Phone Service,Yes
1257-SXUXQ,0,Phone Service,Yes
6260-ONULR,0,Phone Service,Yes
0746-JTRFU,1,Phone Service,No
8654-DHAOW,0,Phone Service,Yes
6695-AMZUF,0,Phone Service,Yes
6166-ILMNY,1,Phone Service,Yes
7765-LWVVH,0,Phone Service,Yes
6370-ZVHDV,0,Phone Service,Yes
0866-QLSIR,1,Phone Service,Yes
4597-NUCQV,1,Phone Service,Yes
3181-VTHOE,0,Phone Service,No
2393-DIVAI,0,Phone Service,Yes
6086-ESGRL,1,Phone Service,Yes
3247-ZVOUO,1,Phone Service,Yes
8467-WYNSR,0,Phone Service,Yes
4183-MYFRB,0,Phone Service,Yes
3549-ZTMNH,0,Phone Service,Yes
5981-ZVXOT,0,Phone Service,Yes
3583-KRKMD,0,Phone Service,Yes
6440-DKQGE,0,Phone Service,Yes
8614-VGMMV,1,Phone Service,Yes
4776-XSKYQ,0,Phone Service,No
9206-GVPEQ,1,Phone Service,No
6518-KZXCB,0,Phone Service,Yes
8903-XEBGX,0,Phone Service,Yes
2397-BRLOM,1,Phone Service,Yes
7721-DVEKZ,0,Phone Service,Yes
8725-JEDFD,0,Phone Service,Yes
6981-TDRFT,0,Phone Service,No
2045-BMBTJ,0,Phone Service,No
6061-PQHMK,0,Phone Service,Yes
5108-ADXWO,1,Phone Service,Yes
6614-YWYSC,0,Phone Service,Yes
5220-AGAAX,0,Phone Service,Yes
6092-QZVPP,0,Phone Service,Yes
8199-ZLLSA,1,Phone Service,Yes
3329-WDIOK,1,Phone Service,No
4439-YRNVD,0,Phone Service,No
5136-RGMZO,0,Phone Service,Yes
5482-PLVPE,1,Phone Service,No
4905-JEFDW,1,Phone Service,No
9689-PTNPG,1,Phone Service,Yes
6897-UUBNU,0,Phone Service,Yes
9809-IMGCQ,1,Phone Service,Yes
7554-AKDQF,0,Phone Service,Yes
2485-ITVKB,1,Phone Service,No
6778-YSNIH,0,Phone Service,Yes
9938-TKDGL,0,Phone Service,Yes
7495-OOKFY,1,Phone Service,Yes
3587-PMCOY,0,Phone Service,Yes
5018-GWURO,0,Phone Service,Yes
1106-HRLKZ,0,Phone Service,Yes
5010-IPEAQ,0,Phone Service,No
7105-BENQF,0,Phone Service,Yes
9249-FXSCK,1,Phone Service,Yes
9651-GTSAQ,1,Phone Service,Yes
7010-ZMVBF,0,Phone Service,Yes
5248-RPYWW,0,Phone Service,Yes
3043-SUDUA,0,Phone Service,Yes
8595-SIZNC,0,Phone Service,Yes
3727-RJMEO,1,Phone Service,Yes
5057-LCOUI,1,Phone Service,No
9717-QEBGU,0,Phone Service,Yes
3077-RSNTJ,0,Phone Service,Yes
4951-UKAAQ,1,Phone Service,Yes
6333-YDVLT,0,Phone Service,Yes
7774-OJSXI,1,Phone Service,Yes
4476-OSWTN,0,Phone Service,Yes
2819-GWENI,0,Phone Service,Yes
8512-WIWYV,0,Phone Service,Yes
6765-MBQNU,0,Phone Service,Yes
6156-UZDLF,0,Phone Service,Yes
1023-BQXZE,0,Phone Service,Yes
9378-FXTIZ,1,Phone Service,Yes
9796-MVYXX,0,Phone Service,No
6974-DAFLI,0,Phone Service,Yes
7028-DVOIQ,1,Phone Service,Yes
9399-APLBT,1,Phone Service,Yes
1069-XAIEM,1,Phone Service,Yes
5204-HMGYF,0,Phone Service,Yes
1125-SNVCK,0,Phone Service,Yes
9269-CQOOL,1,Phone Service,Yes
2834-JRTUA,1,Phone Service,Yes
2608-BHKFN,1,Phone Service,Yes
1223-UNPKS,0,Phone Service,Yes
2732-ISEZX,0,Phone Service,Yes
1043-YCUTE,1,Phone Service,Yes
7606-BPHHN,0,Phone Service,Yes
4927-WWOOZ,0,Phone Service,Yes
9917-KWRBE,0,Phone Service,Yes
7537-CBQUZ,0,Phone Service,Yes
8080-POTJR,0,Phone Service,Yes
5469-NUJUR,0,Phone Service,Yes
6680-NENYN,1,Phone Service,Yes
7137-NAXML,0,Phone Service,Yes
7873-CVMAW,0,Phone Service,Yes
2778-OCLGR,1,Phone Service,No
2546-KZAAT,0,Phone Service,Yes
7876-AEHIG,0,Phone Service,No
6345-HOVES,0,Phone Service,No
2480-SQIOB,0,Phone Service,Yes
1422-DGUBX,0,Phone Service,Yes
6480-YAGIY,0,Phone Service,Yes
3259-QMXUN,0,Phone Service,Yes
3074-GQWYX,1,Phone Service,Yes
6140-QNRQQ,1,Phone Service,Yes
6502-HCJTI,1,Phone Service,Yes
6689-VRRTK,0,Phone Service,Yes
8612-GXIDD,0,Phone Service,Yes
6582-OIVSP,0,Phone Service,Yes
4464-JCOLN,1,Phone Service,Yes
4636-JGAAI,0,Phone Service,Yes
1918-ZBFQJ,1,Phone Service,Yes
9281-CEDRU,0,Phone Service,Yes
2782-LFZVW,0,Phone Service,Yes
8665-UTDHZ,1,Phone Service,No
2560-QTSBS,0,Phone Service,Yes
6137-NICCO,0,Phone Service,Yes
2792-LSHWX,0,Phone Service,Yes
9711-FJTBX,0,Phone Service,Yes
1222-LRYKO,0,Phone Service,Yes
5324-KTGCG,0,Phone Service,Yes
1926-QUZNN,0,Phone Service,Yes
9547-ITEFG,0,Phone Service,Yes
4751-ERMAN,0,Phone Service,Yes
5575-TPIZQ,0,Phone Service,Yes
1431-CYWMH,0,Phone Service,Yes
5243-SAOTC,0,Phone Service,Yes
7786-WBJYI,1,Phone Service,Yes
4011-ARPHK,0,Phone Service,Yes
9570-KYEUA,0,Phone Service,Yes
7860-UXCRM,0,Phone Service,Yes
5203-XEHAX,0,Phone Service,Yes
3512-IZIKN,1,Phone Service,Yes
0496-AHOOK,0,Phone Service,Yes
7598-UAASY,1,Phone Service,Yes
0524-IAVZO,1,Phone Service,Yes
7927-AUXBZ,1,Phone Service,Yes
2927-CVULT,0,Phone Service,Yes
1564-NTYXF,1,Phone Service,Yes
6599-RCLCJ,1,Phone Service,Yes
8652-YHIYU,0,Phone Service,Yes
7234-FECYN,1,Phone Service,Yes
1585-MQSSU,1,Phone Service,Yes
9873-MNDKV,0,Phone Service,Yes
9289-LBQVU,0,Phone Service,Yes
3346-BRMIS,1,Phone Service,No
0428-AXXLJ,0,Phone Service,Yes
5975-BAICR,0,Phone Service,Yes
2636-SJDOU,0,Phone Service,Yes
5339-TJFEK,0,Phone Service,Yes
3649-JPUGY,0,Phone Service,Yes
6568-POCUI,0,Phone Service,Yes
5089-IFSDP,1,Phone Service,Yes
4890-VMUAV,0,Phone Service,Yes
3863-IUBJR,1,Phone Service,Yes
1415-YFWLT,1,Phone Service,Yes
5553-AOINX,0,Phone Service,Yes
6946-LMSQS,1,Phone Service,Yes
1335-HQMKX,0,Phone Service,Yes
9099-FTUHS,0,Phone Service,Yes
8750-QWZAJ,0,Phone Service,Yes
0390-DCFDQ,1,Phone Service,Yes
7409-KIUTL,1,Phone Service,Yes
6458-CYIDZ,0,Phone Service,Yes
2243-FNMMI,0,Phone Service,Yes
4431-EDMIQ,0,Phone Service,Yes
5115-GZDEL,0,Phone Service,No
3009-JWMPU,1,Phone Service,Yes
4674-HGNUA,0,Phone Service,Yes
4000-VGMQP,0,Phone Service,Yes
7776-QGYJC,0,Phone Service,Yes
0334-GDDSO,1,Phone Service,Yes
9436-ZBZCT,1,Phone Service,Yes
1842-EZJMK,1,Phone Service,Yes
7273-TEFQD,1,Phone Service,No
1273-MTETI,1,Phone Service,Yes
7603-USHJS,1,Phone Service,Yes
3537-RYBHH,0,Phone Service,Yes
4900-MSOMT,0,Phone Service,Yes
4547-KQRTM,1,Phone Service,Yes
9153-BTBVV,0,Phone Service,Yes
4682-BLBUC,0,Phone Service,Yes
3401-URHDA,0,Phone Service,Yes
6894-LFHLY,1,Phone Service,Yes
9710-NJERN,0,Phone Service,Yes
2150-OEGBV,0,Phone Service,Yes
4646-QZXTF,0,Phone Service,Yes
8387-MOJJT,1,Phone Service,Yes
9867-JCZSP,0,Phone Service,Yes
4565-NLZBV,0,Phone Service,Yes
4847-TAJYI,0,Phone Service,Yes
2528-HFYZX,1,Phone Service,Yes
0193-ESZXP,1,Phone Service,Yes
5312-IRCFR,0,Phone Service,Yes
1818-ESQMW,0,Phone Service,Yes
9617-INGJY,0,Phone Service,Yes
3190-XFANI,1,Phone Service,Yes
4377-VDHYI,0,Phone Service,Yes
6818-DJXAA,0,Phone Service,Yes
0565-JUPYD,0,Phone Service,Yes
2969-QWUBZ,0,Phone Service,No
2252-NKNSI,0,Phone Service,Yes
8242-SOQUO,0,Phone Service,Yes
1271-UODNO,0,Phone Service,Yes
2607-DHDAK,0,Phone Service,Yes
3404-JNXAX,0,Phone Service,Yes
9753-OYLBX,0,Phone Service,Yes
4918-FYJNT,0,Phone Service,Yes
6476-EPYZR,0,Phone Service,Yes
8548-AWOFC,0,Phone Service,Yes
6339-DKLMK,0,Phone Service,No
6490-FGZAT,0,Phone Service,Yes
3247-MHJKM,0,Phone Service,Yes
3751-KTZEL,1,Phone Service,No
5781-BKHOP,0,Phone Service,Yes
4488-PSYCG,1,Phone Service,Yes
9878-TNQGW,1,Phone Service,Yes
2724-FJDYW,0,Phone Service,No
6546-OPBBH,0,Phone Service,Yes
6388-TABGU,0,Phone Service,Yes
4452-QIIEB,0,Phone Service,Yes
0463-WZZKO,0,Phone Service,Yes
3224-DFQNQ,0,Phone Service,Yes
9837-BMCLM,1,Phone Service,Yes
5868-YWPDW,1,Phone Service,Yes
4849-PYRLQ,0,Phone Service,Yes
2408-WITXK,1,Phone Service,No
9300-AGZNL,1,Phone Service,Yes
3179-GBRWV,0,Phone Service,Yes
3190-ITQXP,0,Phone Service,Yes
8158-WPEZG,0,Phone Service,No
1104-TNLZA,0,Phone Service,Yes
1229-RCALF,0,Phone Service,Yes
5002-GCQFH,0,Phone Service,Yes
7242-EDTYC,0,Phone Service,Yes
4597-ELFTS,1,Phone Service,Yes
8076-FEZKJ,0,Phone Service,Yes
7472-EQOAV,0,Phone Service,Yes
9174-IHETN,0,Phone Service,Yes
7279-NMVJC,0,Phone Service,Yes
0402-OAMEN,0,Phone Service,Yes
8766-PAFNE,0,Phone Service,Yes
4868-AADLV,0,Phone Service,Yes
7153-OANIO,1,Phone Service,Yes
8917-SZTTJ,0,Phone Service,Yes
1406-PUQVY,0,Phone Service,Yes
7014-ZZXAW,0,Phone Service,Yes
2402-TAIRZ,0,Phone Service,Yes
0195-IESCP,1,Phone Service,Yes
2049-BAFNW,0,Phone Service,No
1492-KGETH,0,Phone Service,Yes
2293-IJWPS,0,Phone Service,Yes
8143-ETQTI,0,Phone Service,Yes
5906-CVLHP,1,Phone Service,Yes
8317-BVKSO,0,Phone Service,Yes
4456-RHSNB,0,Phone Service,Yes
3059-NGMXB,0,Phone Service,Yes
6685-GBWJZ,0,Phone Service,Yes
3086-RUCRN,0,Phone Service,Yes
3824-RHKVR,0,Phone Service,Yes
1383-EZRWL,1,Phone Service,Yes
9500-LTVBP,0,Phone Service,Yes
8898-KASCD,0,Phone Service,No
3249-VHRIP,0,Phone Service,No
8190-ZTQFB,0,Phone Service,No
9067-YGSCA,0,Phone Service,Yes
8735-NBLWT,0,Phone Service,Yes
0032-PGELS,1,Phone Service,No
1248-DYXUB,0,Phone Service,Yes
4872-JCVCA,0,Phone Service,No
7740-BTPUX,0,Phone Service,Yes
6369-MCAKO,0,Phone Service,Yes
7892-QVYKW,0,Phone Service,Yes
0447-BEMNG,1,Phone Service,No
2840-XANRC,1,Phone Service,Yes
8532-UEFWH,0,Phone Service,Yes
5671-RQRLP,0,Phone Service,Yes
8597-CWYHH,0,Phone Service,Yes
6024-RUGGH,0,Phone Service,Yes
6891-JPYFF,0,Phone Service,Yes
0754-UKWQP,1,Phone Service,Yes
9926-PJHDQ,0,Phone Service,Yes
0925-VYDLG,1,Phone Service,Yes
5006-MXVRN,0,Phone Service,Yes
5156-UMKOW,0,Phone Service,No
5135-GRQJV,0,Phone Service,Yes
4741-WWJQZ,0,Phone Service,Yes
9693-XMUOB,0,Phone Service,No
2154-KVJFF,1,Phone Service,Yes
5201-CBWYG,0,Phone Service,Yes
6656-JWRQX,0,Phone Service,No
2851-STERV,0,Phone Service,Yes
7605-BDWDC,0,Phone Service,No
5081-NWSUP,0,Phone Service,Yes
0827-ITJPH,0,Phone Service,Yes
5286-YHCVC,0,Phone Service,Yes
0902-RFHOF,0,Phone Service,Yes
7009-LGECI,0,Phone Service,Yes
8387-UGUSU,0,Phone Service,Yes
4616-ULAOA,0,Phone Service,Yes
0277-ORXQS,0,Phone Service,No
9589-ABEPT,0,Phone Service,Yes
1452-VOQCH,0,Phone Service,Yes
6650-BWFRT,0,Phone Service,Yes
1084-UQCHV,1,Phone Service,Yes
9019-QVLZD,1,Phone Service,Yes
8515-OCTJS,1,Phone Service,Yes
8016-NCFVO,0,Phone Service,Yes
7026-YMSBE,0,Phone Service,Yes
8749-CLJXC,0,Phone Service,Yes
8285-ABVLB,0,Phone Service,Yes
7235-NXZCP,1,Phone Service,Yes
3251-YMVWZ,0,Phone Service,Yes
1784-BXEFA,0,Phone Service,Yes
3387-PLKUI,0,Phone Service,Yes
7703-ZEKEF,1,Phone Service,Yes
5552-ZNFSJ,1,Phone Service,Yes
0118-JPNOY,0,Phone Service,Yes
6288-LBEAR,0,Phone Service,Yes
9026-RNUJS,1,Phone Service,Yes
1431-AIDJQ,0,Phone Service,Yes
6139-ZZRBQ,0,Phone Service,Yes
6266-QHOJZ,0,Phone Service,Yes
0440-EKDCF,0,Phone Service,Yes
3679-XASPY,0,Phone Service,Yes
6648-INWPS,0,Phone Service,Yes
9031-ZVQPT,0,Phone Service,Yes
4936-YPJNK,0,Phone Service,Yes
1345-ZUKID,0,Phone Service,Yes
4525-VZCZG,0,Phone Service,Yes
3426-NIYYL,1,Phone Service,Yes
6661-HBGWL,1,Phone Service,Yes
2189-UXTKY,1,Phone Service,Yes
3453-RTHJQ,0,Phone Service,Yes
1626-ERCMM,1,Phone Service,Yes
4881-JVQOD,0,Phone Service,No
5982-XMDEX,0,Phone Service,Yes
9348-ROUAI,0,Phone Service,Yes
8715-KKTFG,0,Phone Service,Yes
0454-OKRCT,0,Phone Service,Yes
7268-IGMFD,0,Phone Service,Yes
5919-TMRGD,1,Phone Service,Yes
5313-FPXWG,0,Phone Service,Yes
8260-NGFNY,1,Phone Service,No
7764-BDPEE,0,Phone Service,Yes
3472-OAOOR,0,Phone Service,No
4415-WNGVR,0,Phone Service,Yes
5835-BEQEU,1,Phone Service,Yes
1173-XZPYF,0,Phone Service,Yes
4573-JKNAE,0,Phone Service,Yes
6963-KQYQB,0,Phone Service,Yes
6253-GNHWH,0,Phone Service,Yes
2403-BCASL,1,Phone Service,Yes
