CustomerID,Churn Value,Demographic Category,Demographic Value
4983-CLMLV,0,Dependents,No
1763-KUAAW,0,Dependents,No
7473-ZBDSN,0,Dependents,Yes
4625-EWPTF,1,Dependents,No
5049-GLYVG,1,Dependents,No
3957-SQXML,0,Dependents,No
9229-RQABD,0,Dependents,No
9374-YOLBJ,0,Dependents,Yes
2085-BOJKI,0,Dependents,No
3866-MDTUB,1,Dependents,No
7379-POKDZ,1,Dependents,No
9548-ZMVTX,0,Dependents,Yes
3536-IQCTX,1,Dependents,No
0078-XZMHT,0,Dependents,No
3976-BWUCK,1,Dependents,No
3806-DXQOM,1,Dependents,No
7586-ZATGZ,0,Dependents,No
5449-FIBXJ,1,Dependents,No
3398-ZOUAA,1,Dependents,No
7153-CHRBV,0,Dependents,Yes
6408-WHTEF,0,Dependents,Yes
3384-CTMSF,0,Dependents,No
4024-CSNBY,0,Dependents,No
4450-DLLMH,0,Dependents,No
5325-UWTWJ,0,Dependents,No
6075-QMNRR,0,Dependents,No
9402-CXWPL,0,Dependents,No
3627-FCRDW,1,Dependents,No
2267-WTPYD,0,Dependents,No
5656-MJEFC,0,Dependents,No
6563-VNPMN,0,Dependents,No
9818-XQCUV,0,Dependents,No
1891-UAWWU,1,Dependents,No
7302-ZHMHP,0,Dependents,No
7156-MXBJE,0,Dependents,No
8887-IPQNC,0,Dependents,No
0946-CLJTI,1,Dependents,No
2068-WWXQZ,0,Dependents,No
0239-OXEXL,0,Dependents,No
0422-UXFAP,0,Dependents,No
4291-HYEBC,0,Dependents,Yes
2369-FEVNO,0,Dependents,No
4576-CSAJH,1,Dependents,No
5949-HGVJL,0,Dependents,No
3402-XRIUO,0,Dependents,No
9025-AOMKI,1,Dependents,No
1427-VERSM,0,Dependents,No
6521-YYTYI,1,Dependents,No
5215-LNLDJ,0,Dependents,Yes
6904-JLBGY,0,Dependents,No
3197-NNYNB,0,Dependents,No
6982-SSHFK,1,Dependents,No
9090-SGQXL,1,Dependents,No
4369-HTUIF,1,Dependents,No
4393-GEADV,0,Dependents,Yes
6599-CEBNN,1,Dependents,No
0567-XRHCU,0,Dependents,Yes
9714-EDSUC,0,Dependents,No
7758-UJWYS,0,Dependents,Yes
0484-FFVBJ,0,Dependents,No
3996-ZNWYK,0,Dependents,Yes
7315-WYOAW,0,Dependents,No
6481-OGDOO,1,Dependents,No
5732-IKGQH,0,Dependents,No
1336-EZFZY,0,Dependents,No
9066-QRSDU,0,Dependents,No
7572-KPVKK,0,Dependents,Yes
7242-QZLXF,1,Dependents,Yes
8263-OKETD,0,Dependents,No
3617-XLSGQ,0,Dependents,Yes
6064-ZATLR,0,Dependents,No
2978-XXSOG,0,Dependents,No
0093-EXYQL,0,Dependents,No
8979-CAMGB,0,Dependents,No
4062-HBMOS,0,Dependents,No
7384-GHBPI,1,Dependents,No
6258-NGCNG,0,Dependents,No
7375-WMVMT,0,Dependents,No
6827-IEAUQ,0,Dependents,No
9356-AXGMP,0,Dependents,No
8777-MBMTS,0,Dependents,No
3669-LVWZB,1,Dependents,No
2569-WGERO,0,Dependents,No
0114-IGABW,0,Dependents,No
5536-RTPWK,1,Dependents,No
8397-MVTAZ,1,Dependents,No
1047-RNXZV,0,Dependents,No
9863-JZAIC,1,Dependents,No
2609-IAICY,1,Dependents,No
3644-QXEHN,0,Dependents,Yes
2672-OJQZP,0,Dependents,No
2706-QZIHY,0,Dependents,No
2649-HWLYB,0,Dependents,No
5229-PRWKT,1,Dependents,No
2101-RANCD,0,Dependents,No
5115-SQAAU,0,Dependents,Yes
7526-BEZQB,1,Dependents,No
5917-RYRMG,0,Dependents,No
7508-SMHXL,0,Dependents,No
8938-UMKPI,1,Dependents,No
2959-FENLU,0,Dependents,No
3886-CERTZ,1,Dependents,No
2167-FQSTQ,0,Dependents,No
6349-JDHQP,0,Dependents,No
0772-GYEQQ,1,Dependents,No
6869-FGJJC,0,Dependents,No
9975-GPKZU,0,Dependents,Yes
4958-GZWIY,1,Dependents,No
9415-TPKRV,0,Dependents,Yes
8982-NHAVY,0,Dependents,No
2277-DJJDL,0,Dependents,No
4482-EWFMI,0,Dependents,No
7013-PSXHK,0,Dependents,No
6115-ZTBFQ,0,Dependents,No
2239-JALAW,1,Dependents,No
1921-KYSAY,0,Dependents,No
3066-RRJIO,1,Dependents,No
8016-ZMGMO,0,Dependents,No
8401-EMUWF,0,Dependents,Yes
8183-ONMXC,1,Dependents,No
5149-TGWDZ,0,Dependents,No
7670-ZBPOQ,0,Dependents,No
3720-DBRWL,0,Dependents,No
7590-VHVEG,0,Dependents,No
7427-AUFPY,0,Dependents,No
9822-OAOVB,0,Dependents,No
3178-FESZO,1,Dependents,No
0337-CNPZE,1,Dependents,No
7660-HDPJV,1,Dependents,No
3272-VUHPV,0,Dependents,Yes
2162-FRZAA,0,Dependents,Yes
1557-EMYVT,0,Dependents,No
7521-YXVZY,0,Dependents,Yes
7250-EQKIY,1,Dependents,Yes
2604-IJPDU,0,Dependents,No
4598-XLKNJ,1,Dependents,Yes
3800-LYTRK,0,Dependents,No
9046-JBFWA,0,Dependents,Yes
1934-MKPXS,0,Dependents,No
2931-SVLTV,0,Dependents,Yes
4291-YZODP,0,Dependents,Yes
3082-VQXNH,0,Dependents,No
6583-SZVGP,0,Dependents,No
5236-PERKL,1,Dependents,No
8857-CUPFQ,0,Dependents,No
8648-PFRMP,0,Dependents,No
8327-WKMIE,0,Dependents,No
8374-XGEJJ,1,Dependents,No
8949-JTMAY,1,Dependents,No
0960-HUWBM,0,Dependents,Yes
9992-UJOEL,0,Dependents,No
5227-JSCFE,0,Dependents,No
1399-UBQIU,0,Dependents,No
8348-HFYIV,1,Dependents,No
3550-SAHFP,1,Dependents,No
0052-YNYOT,0,Dependents,No
8259-DZLIZ,0,Dependents,Yes
1074-AMIOH,0,Dependents,Yes
0877-SDMBN,1,Dependents,No
0508-OOLTO,0,Dependents,Yes
5494-WOZRZ,0,Dependents,No
1930-QPBVZ,0,Dependents,Yes
8445-DNBAE,0,Dependents,Yes
8034-RYTVV,0,Dependents,No
7967-HYCDE,0,Dependents,No
5930-GBIWP,0,Dependents,No
6483-OATDN,0,Dependents,Yes
6861-OKBCE,1,Dependents,Yes
6941-PMGEP,1,Dependents,No
6838-YAUVY,0,Dependents,No
6825-UYPFK,1,Dependents,No
4892-VLANZ,1,Dependents,No
9754-CLVZW,0,Dependents,Yes
1323-OOEPC,1,Dependents,No
6507-ZJSUR,0,Dependents,No
8292-ITGYJ,0,Dependents,Yes
2675-OTVVJ,0,Dependents,No
7123-WQUHX,0,Dependents,No
8495-PRWFH,0,Dependents,No
5231-FIQPA,0,Dependents,No
6563-VRERX,0,Dependents,No
3134-DSHVC,0,Dependents,No
8259-NFJTV,0,Dependents,Yes
0623-GDISB,0,Dependents,No
6960-HVYXR,1,Dependents,No
0562-FGDCR,0,Dependents,Yes
2533-TIBIX,0,Dependents,Yes
0536-ESJEP,0,Dependents,No
9272-LSVYH,0,Dependents,No
3525-DVKFN,0,Dependents,No
4584-LBNMK,0,Dependents,No
6615-ZGEDR,1,Dependents,No
1035-IPQPU,0,Dependents,No
6211-WWLTF,0,Dependents,No
3373-DIUUN,0,Dependents,Yes
6416-TVAIH,1,Dependents,No
8152-UOBNY,0,Dependents,No
0975-UYDTX,0,Dependents,No
9134-WYRVP,0,Dependents,No
8950-MTZNV,0,Dependents,No
2672-TGEFF,0,Dependents,Yes
4701-LKOZD,0,Dependents,No
1099-BTKWT,0,Dependents,No
6152-ONASV,0,Dependents,No
3413-DHLPB,0,Dependents,Yes
8270-RKSAP,0,Dependents,No
5698-BQJOH,1,Dependents,Yes
3566-CAAYU,0,Dependents,Yes
3146-JTQHR,0,Dependents,No
7623-HKYRK,0,Dependents,Yes
3143-JQEGI,1,Dependents,No
1622-HSHSF,0,Dependents,No
7328-ZJAJO,0,Dependents,Yes
5228-EXCET,1,Dependents,No
4878-BUNFV,0,Dependents,Yes
3349-ANQNH,0,Dependents,No
2040-XBAVJ,0,Dependents,Yes
7442-YGZFK,0,Dependents,No
1197-BVMVG,0,Dependents,No
5394-SVGJV,1,Dependents,No
1302-TPUBN,0,Dependents,No
0578-SKVMF,1,Dependents,No
2077-DDHJK,0,Dependents,No
9375-MHRRS,0,Dependents,No
2640-LYMOV,0,Dependents,No
0031-PVLZI,1,Dependents,No
9170-GYZJC,1,Dependents,Yes
3694-DELSO,0,Dependents,Yes
5995-OIGLP,1,Dependents,No
2560-WBWXF,0,Dependents,No
3884-HCSWG,1,Dependents,No
4883-QICIH,1,Dependents,No
5170-PTRKA,0,Dependents,No
4925-LMHOK,1,Dependents,No
9221-OTIVJ,1,Dependents,No
3908-MKIMJ,0,Dependents,No
8966-KZXXA,0,Dependents,Yes
8286-AFUYI,0,Dependents,No
9073-ZZIAY,0,Dependents,No
1960-UYCNN,0,Dependents,No
9254-RBFON,1,Dependents,No
0617-AQNWT,1,Dependents,No
1135-LMECX,0,Dependents,No
7860-KSUGX,0,Dependents,No
7982-VCELR,0,Dependents,No
1334-FJSVR,1,Dependents,No
7284-BUYEC,0,Dependents,No
5788-YPOEG,0,Dependents,Yes
4547-LYTDD,1,Dependents,No
7605-SNLQG,0,Dependents,No
6078-VESFR,0,Dependents,No
3452-SRFEG,0,Dependents,No
2380-DAMQP,0,Dependents,No
1852-QSWCD,0,Dependents,Yes
6849-WLEYG,1,Dependents,Yes
9033-EOXWV,1,Dependents,No
2232-DMLXU,1,Dependents,No
5468-BPMMO,0,Dependents,No
9738-QLWTP,0,Dependents,No
0931-MHTEM,0,Dependents,No
0867-LDTTC,0,Dependents,No
0164-APGRB,0,Dependents,No
1166-PQLGG,0,Dependents,Yes
2202-OUTMO,0,Dependents,No
9710-ZUSHQ,1,Dependents,No
4160-AMJTL,1,Dependents,No
4612-SSVHJ,0,Dependents,No
7826-VVKWT,0,Dependents,Yes
2305-MRGLV,0,Dependents,No
1965-AKTSX,1,Dependents,No
6609-MXJHJ,0,Dependents,Yes
9089-UOWJG,0,Dependents,Yes
1618-CFHME,1,Dependents,No
7493-TPUWZ,1,Dependents,No
1135-HIORI,0,Dependents,Yes
0732-OCQOC,0,Dependents,No
8597-CTXVJ,0,Dependents,Yes
3427-GGZZI,0,Dependents,No
9945-PSVIP,0,Dependents,Yes
9189-JWSHV,1,Dependents,No
2990-OGYTD,0,Dependents,No
0447-RXSGD,0,Dependents,No
7130-VTEWQ,1,Dependents,No
8313-NDOIA,0,Dependents,No
9185-TQCVP,1,Dependents,No
3370-GQEAL,0,Dependents,Yes
1907-UBQFC,1,Dependents,No
8405-IGQFX,0,Dependents,No
3724-BSCVH,0,Dependents,Yes
8469-SNFFH,0,Dependents,No
7136-IHZJA,0,Dependents,Yes
5312-TSZVC,0,Dependents,No
4003-FUSHP,0,Dependents,No
9481-SFCQY,0,Dependents,Yes
4059-IIEBK,0,Dependents,No
3733-UOCWF,0,Dependents,No
0623-IIHUG,1,Dependents,No
5832-TRLPB,0,Dependents,No
8896-RAZCR,0,Dependents,No
0880-TKATG,1,Dependents,No
3393-FMZPV,1,Dependents,No
1257-SXUXQ,0,Dependents,Yes
6260-ONULR,0,Dependents,No
0746-JTRFU,1,Dependents,No
8654-DHAOW,0,Dependents,No
6695-AMZUF,0,Dependents,No
6166-ILMNY,1,Dependents,No
7765-LWVVH,0,Dependents,Yes
6370-ZVHDV,0,Dependents,No
0866-QLSIR,1,Dependents,No
4597-NUCQV,1,Dependents,No
3181-VTHOE,0,Dependents,No
2393-DIVAI,0,Dependents,No
6086-ESGRL,1,Dependents,No
3247-ZVOUO,1,Dependents,No
8467-WYNSR,0,Dependents,No
4183-MYFRB,0,Dependents,No
3549-ZTMNH,0,Dependents,Yes
5981-ZVXOT,0,Dependents,No
3583-KRKMD,0,Dependents,No
6440-DKQGE,0,Dependents,No
8614-VGMMV,1,Dependents,No
4776-XSKYQ,0,Dependents,Yes
9206-GVPEQ,1,Dependents,No
6518-KZXCB,0,Dependents,No
8903-XEBGX,0,Dependents,Yes
2397-BRLOM,1,Dependents,No
7721-DVEKZ,0,Dependents,No
8725-JEDFD,0,Dependents,No
6981-TDRFT,0,Dependents,Yes
2045-BMBTJ,0,Dependents,No
6061-PQHMK,0,Dependents,No
5108-ADXWO,1,Dependents,No
6614-YWYSC,0,Dependents,No
5220-AGAAX,0,Dependents,Yes
6092-QZVPP,0,Dependents,No
8199-ZLLSA,1,Dependents,No
3329-WDIOK,1,Dependents,No
4439-YRNVD,0,Dependents,No
5136-RGMZO,0,Dependents,No
5482-PLVPE,1,Dependents,No
4905-JEFDW,1,Dependents,No
9689-PTNPG,1,Dependents,No
6897-UUBNU,0,Dependents,No
9809-IMGCQ,1,Dependents,No
7554-AKDQF,0,Dependents,No
2485-ITVKB,1,Dependents,No
6778-YSNIH,0,Dependents,No
9938-TKDGL,0,Dependents,Yes
7495-OOKFY,1,Dependents,Yes
3587-PMCOY,0,Dependents,No
5018-GWURO,0,Dependents,No
1106-HRLKZ,0,Dependents,Yes
5010-IPEAQ,0,Dependents,Yes
7105-BENQF,0,Dependents,Yes
9249-FXSCK,1,Dependents,No
9651-GTSAQ,1,Dependents,No
7010-ZMVBF,0,Dependents,Yes
5248-RPYWW,0,Dependents,Yes
3043-SUDUA,0,Dependents,No
8595-SIZNC,0,Dependents,No
3727-RJMEO,1,Dependents,No
5057-LCOUI,1,Dependents,No
9717-QEBGU,0,Dependents,No
3077-RSNTJ,0,Dependents,Yes
4951-UKAAQ,1,Dependents,No
6333-YDVLT,0,Dependents,No
7774-OJSXI,1,Dependents,No
4476-OSWTN,0,Dependents,No
2819-GWENI,0,Dependents,Yes
8512-WIWYV,0,Dependents,No
6765-MBQNU,0,Dependents,No
6156-UZDLF,0,Dependents,No
1023-BQXZE,0,Dependents,No
9378-FXTIZ,1,Dependents,No
9796-MVYXX,0,Dependents,No
6974-DAFLI,0,Dependents,No
7028-DVOIQ,1,Dependents,No
9399-APLBT,1,Dependents,No
1069-XAIEM,1,Dependents,No
5204-HMGYF,0,Dependents,Yes
1125-SNVCK,0,Dependents,No
9269-CQOOL,1,Dependents,No
2834-JRTUA,1,Dependents,No
2608-BHKFN,1,Dependents,No
1223-UNPKS,0,Dependents,Yes
2732-ISEZX,0,Dependents,No
1043-YCUTE,1,Dependents,No
7606-BPHHN,0,Dependents,No
4927-WWOOZ,0,Dependents,No
9917-KWRBE,0,Dependents,No
7537-CBQUZ,0,Dependents,No
8080-POTJR,0,Dependents,No
5469-NUJUR,0,Dependents,No
6680-NENYN,1,Dependents,No
7137-NAXML,0,Dependents,No
7873-CVMAW,0,Dependents,No
2778-OCLGR,1,Dependents,No
2546-KZAAT,0,Dependents,No
7876-AEHIG,0,Dependents,No
6345-HOVES,0,Dependents,No
2480-SQIOB,0,Dependents,Yes
1422-DGUBX,0,Dependents,No
6480-YAGIY,0,Dependents,No
3259-QMXUN,0,Dependents,No
3074-GQWYX,1,Dependents,No
6140-QNRQQ,1,Dependents,No
6502-HCJTI,1,Dependents,No
6689-VRRTK,0,Dependents,No
8612-GXIDD,0,Dependents,Yes
6582-OIVSP,0,Dependents,No
4464-JCOLN,1,Dependents,No
4636-JGAAI,0,Dependents,No
1918-ZBFQJ,1,Dependents,Yes
9281-CEDRU,0,Dependents,No
2782-LFZVW,0,Dependents,No
8665-UTDHZ,1,Dependents,No
2560-QTSBS,0,Dependents,Yes
6137-NICCO,0,Dependents,Yes
2792-LSHWX,0,Dependents,No
9711-FJTBX,0,Dependents,Yes
1222-LRYKO,0,Dependents,Yes
5324-KTGCG,0,Dependents,No
1926-QUZNN,0,Dependents,No
9547-ITEFG,0,Dependents,Yes
4751-ERMAN,0,Dependents,No
5575-TPIZQ,0,Dependents,No
1431-CYWMH,0,Dependents,Yes
5243-SAOTC,0,Dependents,No
7786-WBJYI,1,Dependents,No
4011-ARPHK,0,Dependents,No
9570-KYEUA,0,Dependents,No
7860-UXCRM,0,Dependents,Yes
5203-XEHAX,0,Dependents,No
3512-IZIKN,1,Dependents,No
0496-AHOOK,0,Dependents,No
7598-UAASY,1,Dependents,No
0524-IAVZO,1,Dependents,No
7927-AUXBZ,1,Dependents,No
2927-CVULT,0,Dependents,Yes
1564-NTYXF,1,Dependents,No
6599-RCLCJ,1,Dependents,No
8652-YHIYU,0,Dependents,Yes
7234-FECYN,1,Dependents,No
1585-MQSSU,1,Dependents,No
9873-MNDKV,0,Dependents,No
9289-LBQVU,0,Dependents,No
3346-BRMIS,1,Dependents,No
0428-AXXLJ,0,Dependents,No
5975-BAICR,0,Dependents,Yes
2636-SJDOU,0,Dependents,No
5339-TJFEK,0,Dependents,Yes
3649-JPUGY,0,Dependents,No
6568-POCUI,0,Dependents,No
5089-IFSDP,1,Dependents,No
4890-VMUAV,0,Dependents,No
3863-IUBJR,1,Dependents,No
1415-YFWLT,1,Dependents,No
5553-AOINX,0,Dependents,Yes
6946-LMSQS,1,Dependents,No
1335-HQMKX,0,Dependents,No
9099-FTUHS,0,Dependents,No
8750-QWZAJ,0,Dependents,Yes
0390-DCFDQ,1,Dependents,Yes
7409-KIUTL,1,Dependents,No
6458-CYIDZ,0,Dependents,No
2243-FNMMI,0,Dependents,No
4431-EDMIQ,0,Dependents,Yes
5115-GZDEL,0,Dependents,Yes
3009-JWMPU,1,Dependents,No
4674-HGNUA,0,Dependents,Yes
4000-VGMQP,0,Dependents,Yes
7776-QGYJC,0,Dependents,Yes
0334-GDDSO,1,Dependents,No
9436-ZBZCT,1,Dependents,No
1842-EZJMK,1,Dependents,No
7273-TEFQD,1,Dependents,No
1273-MTETI,1,Dependents,No
7603-USHJS,1,Dependents,Yes
3537-RYBHH,0,Dependents,No
4900-MSOMT,0,Dependents,Yes
4547-KQRTM,1,Dependents,No
9153-BTBVV,0,Dependents,No
4682-BLBUC,0,Dependents,No
3401-URHDA,0,Dependents,No
6894-LFHLY,1,Dependents,No
9710-NJERN,0,Dependents,No
2150-OEGBV,0,Dependents,No
4646-QZXTF,0,Dependents,No
8387-MOJJT,1,Dependents,No
9867-JCZSP,0,Dependents,No
4565-NLZBV,0,Dependents,No
4847-TAJYI,0,Dependents,No
2528-HFYZX,1,Dependents,No
0193-ESZXP,1,Dependents,No
5312-IRCFR,0,Dependents,Yes
1818-ESQMW,0,Dependents,No
9617-INGJY,0,Dependents,No
3190-XFANI,1,Dependents,No
4377-VDHYI,0,Dependents,Yes
6818-DJXAA,0,Dependents,Yes
0565-JUPYD,0,Dependents,No
2969-QWUBZ,0,Dependents,No
2252-NKNSI,0,Dependents,No
8242-SOQUO,0,Dependents,No
1271-UODNO,0,Dependents,No
2607-DHDAK,0,Dependents,Yes
3404-JNXAX,0,Dependents,Yes
9753-OYLBX,0,Dependents,No
4918-FYJNT,0,Dependents,No
6476-EPYZR,0,Dependents,Yes
8548-AWOFC,0,Dependents,No
6339-DKLMK,0,Dependents,No
6490-FGZAT,0,Dependents,No
3247-MHJKM,0,Dependents,No
3751-KTZEL,1,Dependents,No
5781-BKHOP,0,Dependents,No
4488-PSYCG,1,Dependents,No
9878-TNQGW,1,Dependents,No
2724-FJDYW,0,Dependents,Yes
6546-OPBBH,0,Dependents,Yes
6388-TABGU,0,Dependents,No
4452-QIIEB,0,Dependents,No
0463-WZZKO,0,Dependents,No
3224-DFQNQ,0,Dependents,No
9837-BMCLM,1,Dependents,No
5868-YWPDW,1,Dependents,No
4849-PYRLQ,0,Dependents,No
2408-WITXK,1,Dependents,No
9300-AGZNL,1,Dependents,No
3179-GBRWV,0,Dependents,No
3190-ITQXP,0,Dependents,Yes
8158-WPEZG,0,Dependents,No
1104-TNLZA,0,Dependents,No
1229-RCALF,0,Dependents,No
5002-GCQFH,0,Dependents,No
7242-EDTYC,0,Dependents,Yes
4597-ELFTS,1,Dependents,No
8076-FEZKJ,0,Dependents,No
7472-EQOAV,0,Dependents,Yes
9174-IHETN,0,Dependents,Yes
7279-NMVJC,0,Dependents,No
0402-OAMEN,0,Dependents,Yes
8766-PAFNE,0,Dependents,No
4868-AADLV,0,Dependents,Yes
7153-OANIO,1,Dependents,No
8917-SZTTJ,0,Dependents,Yes
1406-PUQVY,0,Dependents,Yes
7014-ZZXAW,0,Dependents,No
2402-TAIRZ,0,Dependents,No
0195-IESCP,1,Dependents,No
2049-BAFNW,0,Dependents,No
1492-KGETH,0,Dependents,Yes
2293-IJWPS,0,Dependents,No
8143-ETQTI,0,Dependents,Yes
5906-CVLHP,1,Dependents,No
8317-BVKSO,0,Dependents,No
4456-RHSNB,0,Dependents,Yes
3059-NGMXB,0,Dependents,Yes
6685-GBWJZ,0,Dependents,No
3086-RUCRN,0,Dependents,No
3824-RHKVR,0,Dependents,No
1383-EZRWL,1,Dependents,No
9500-LTVBP,0,Dependents,No
8898-KASCD,0,Dependents,No
3249-VHRIP,0,Dependents,No
8190-ZTQFB,0,Dependents,No
9067-YGSCA,0,Dependents,No
8735-NBLWT,0,Dependents,Yes
0032-PGELS,1,Dependents,Yes
1248-DYXUB,0,Dependents,Yes
4872-JCVCA,0,Dependents,No
7740-BTPUX,0,Dependents,No
6369-MCAKO,0,Dependents,Yes
7892-QVYKW,0,Dependents,Yes
0447-BEMNG,1,Dependents,No
2840-XANRC,1,Dependents,No
8532-UEFWH,0,Dependents,Yes
5671-RQRLP,0,Dependents,No
8597-CWYHH,0,Dependents,No
6024-RUGGH,0,Dependents,Yes
6891-JPYFF,0,Dependents,Yes
0754-UKWQP,1,Dependents,No
9926-PJHDQ,0,Dependents,No
0925-VYDLG,1,Dependents,No
5006-MXVRN,0,Dependents,No
5156-UMKOW,0,Dependents,Yes
5135-GRQJV,0,Dependents,No
4741-WWJQZ,0,Dependents,No
9693-XMUOB,0,Dependents,No
2154-KVJFF,1,Dependents,No
5201-CBWYG,0,Dependents,Yes
6656-JWRQX,0,Dependents,No
2851-STERV,0,Dependents,No
7605-BDWDC,0,Dependents,No
5081-NWSUP,0,Dependents,No
0827-ITJPH,0,Dependents,No
5286-YHCVC,0,Dependents,No
0902-RFHOF,0,Dependents,No
7009-LGECI,0,Dependents,No
8387-UGUSU,0,Dependents,Yes
4616-ULAOA,0,Dependents,Yes
0277-ORXQS,0,Dependents,Yes
9589-ABEPT,0,Dependents,No
1452-VOQCH,0,Dependents,No
6650-BWFRT,0,Dependents,No
1084-UQCHV,1,Dependents,No
9019-QVLZD,1,Dependents,No
8515-OCTJS,1,Dependents,No
8016-NCFVO,0,Dependents,No
7026-YMSBE,0,Dependents,No
8749-CLJXC,0,Dependents,No
8285-ABVLB,0,Dependents,No
7235-NXZCP,1,Dependents,No
3251-YMVWZ,0,Dependents,No
1784-BXEFA,0,Dependents,No
3387-PLKUI,0,Dependents,Yes
7703-ZEKEF,1,Dependents,No
5552-ZNFSJ,1,Dependents,No
0118-JPNOY,0,Dependents,No
6288-LBEAR,0,Dependents,No
9026-RNUJS,1,Dependents,No
1431-AIDJQ,0,Dependents,Yes
6139-ZZRBQ,0,Dependents,No
6266-QHOJZ,0,Dependents,No
0440-EKDCF,0,Dependents,No
3679-XASPY,0,Dependents,Yes
6648-INWPS,0,Dependents,Yes
9031-ZVQPT,0,Dependents,No
4936-YPJNK,0,Dependents,No
1345-ZUKID,0,Dependents,No
4525-VZCZG,0,Dependents,Yes
3426-NIYYL,1,Dependents,No
6661-HBGWL,1,Dependents,No
2189-UXTKY,1,Dependents,No
3453-RTHJQ,0,Dependents,No
1626-ERCMM,1,Dependents,No
4881-JVQOD,0,Dependents,Yes
5982-XMDEX,0,Dependents,No
9348-ROUAI,0,Dependents,Yes
8715-KKTFG,0,Dependents,No
0454-OKRCT,0,Dependents,No
7268-IGMFD,0,Dependents,No
5919-TMRGD,1,Dependents,Yes
5313-FPXWG,0,Dependents,No
8260-NGFNY,1,Dependents,No
7764-BDPEE,0,Dependents,Yes
3472-OAOOR,0,Dependents,Yes
4415-WNGVR,0,Dependents,No
5835-BEQEU,1,Dependents,No
1173-XZPYF,0,Dependents,No
4573-JKNAE,0,Dependents,Yes
6963-KQYQB,0,Dependents,Yes
6253-GNHWH,0,Dependents,Yes
2403-BCASL,1,Dependents,No
9298-WGMRW,0,Dependents,No
6598-RFFVI,1,Dependents,No
1582-RAFML,1,Dependents,No
8443-ZRDBZ,1,Dependents,No
4075-WKNIU,0,Dependents,Yes
8849-AYPTR,0,Dependents,No
5198-HQAEN,0,Dependents,Yes
0130-SXOUN,0,Dependents,No
6350-XFYGW,0,Dependents,No
8780-YRMTT,0,Dependents,No
9822-BIIGN,0,Dependents,Yes
2346-LOCWC,0,Dependents,Yes
9867-XOBQA,0,Dependents,Yes
5504-WSIUR,0,Dependents,No
6734-FQAJX,0,Dependents,No
2085-JVGAD,0,Dependents,No
6196-HBOBZ,0,Dependents,No
8780-IHCRN,0,Dependents,Yes
6701-DHKWQ,0,Dependents,No
0547-HURJB,0,Dependents,Yes
6633-SYEUS,0,Dependents,No
1724-IQWNM,0,Dependents,Yes
5605-IYGFG,0,Dependents,No
8207-VVMYB,0,Dependents,No
2599-CIPQE,0,Dependents,Yes
4226-KKDON,0,Dependents,No
1932-UEDCX,0,Dependents,No
6072-NUQCB,0,Dependents,Yes
7162-WPHPM,0,Dependents,Yes
3192-LNKRK,0,Dependents,Yes
3071-VBYPO,0,Dependents,Yes
4822-YCXMX,1,Dependents,No
9658-WYUFB,1,Dependents,No
8331-ZXFOE,0,Dependents,No
5298-GSTLM,0,Dependents,No
8144-DGHXP,0,Dependents,No
9079-LWTFD,0,Dependents,No
0869-PAPRP,0,Dependents,No
0479-HMSWA,0,Dependents,Yes
9086-YJYXS,0,Dependents,Yes
4550-EVXNY,1,Dependents,No
1057-FOGLZ,0,Dependents,No
7036-ZZKBD,0,Dependents,No
0373-AIVNJ,0,Dependents,No
3318-ISQFQ,0,Dependents,No
1063-DHQJF,0,Dependents,Yes
9107-UKCKY,0,Dependents,No
0570-BFQHT,0,Dependents,No
6425-YQLLO,1,Dependents,No
4376-KFVRS,0,Dependents,No
5424-RLQLC,0,Dependents,No
6101-IMRMM,1,Dependents,No
5850-BDWCY,0,Dependents,No
5709-LVOEQ,0,Dependents,No
1428-IEDPR,0,Dependents,No
3129-AAQOU,0,Dependents,Yes
7079-QRCBC,1,Dependents,No
0930-EHUZA,0,Dependents,No
8879-XUAHX,0,Dependents,No
0014-BMAQU,0,Dependents,No
3392-EHMNK,0,Dependents,Yes
9194-GFVOI,0,Dependents,No
7254-IQWOZ,1,Dependents,No
2072-ZVJJX,0,Dependents,No
2576-HXMPA,0,Dependents,No
6723-CEGQI,0,Dependents,Yes
8929-KSWIH,0,Dependents,No
9274-CNFMO,1,Dependents,No
9512-UIBFX,1,Dependents,No
9112-WSNPU,0,Dependents,No
2545-EBUPK,0,Dependents,No
6815-ABQFQ,0,Dependents,No
8496-EJAUI,1,Dependents,No
1090-ESELR,0,Dependents,No
5692-FPTAH,1,Dependents,No
3946-MHCZW,1,Dependents,No
1963-VAUKV,1,Dependents,No
4176-FXYBO,0,Dependents,No
6661-EIPZC,0,Dependents,Yes
8980-WQFWL,0,Dependents,No
6872-HXFNF,0,Dependents,No
3125-RAHBV,0,Dependents,No
9253-VIFJQ,0,Dependents,No
9500-IWPXQ,0,Dependents,Yes
6691-CCIHA,0,Dependents,No
9795-SHUHB,0,Dependents,No
7298-IZWLY,0,Dependents,No
3904-UKFRE,0,Dependents,No
3137-LUPIX,0,Dependents,No
0581-MDMPW,0,Dependents,No
7861-UVUFT,1,Dependents,No
4749-OJKQU,0,Dependents,No
6463-HHXJR,0,Dependents,Yes
5027-QPKTE,1,Dependents,No
3768-VHXQO,0,Dependents,No
9290-SHCMB,0,Dependents,No
5614-DNZCE,0,Dependents,No
8859-AXJZP,0,Dependents,No
1403-GYAFU,0,Dependents,Yes
